"Job_Role","Company","Location","Job Type","Salary","Experience Required","Date","Job Portal","Education Requirement","Skills","Remote/Onsite","Company Size"
"Data Scientist","Microsoft","Pune","Internship","400000.0","2-5 years","2025-01-17","Indeed","M.Tech","C++, AWS, React","Onsite","Small (1-50)"
"HR Manager","Microsoft","Pune","Contract","2000000.0","10+ years","2025-01-06","Naukri.com","PhD","C++, Excel, React","Hybrid","Small (1-50)"
"Software Engineer","IBM","Jaipur","Contract","1000000.0","10+ years","2025-01-11","Indeed","MBA","AWS, Digital Marketing, SQL","Remote","Small (1-50)"
"Software Engineer","Accenture","Noida","Internship","1000000.0","2-5 years","2025-01-14","Naukri.com","B.Tech","Java, Machine Learning, Python","Hybrid","Small (1-50)"
"Sales Representative","IBM","Delhi","Internship","650000.0","10+ years","2025-01-03","LinkedIn","M.Tech","C++, UI/UX, Excel","Remote","Small (1-50)"
"Product Manager","Microsoft","Pune","Full-time","400000.0","5-10 years","2024-12-30","Naukri.com","B.Tech","Machine Learning, AWS, SQL","Remote","Small (1-50)"
"Financial Analyst","Wipro","Pune","Contract","400000.0","2-5 years","2024-12-24","Indeed","M.Tech","AWS, Digital Marketing, Excel","Onsite","Large (500+)"
"Marketing Executive","Wipro","Kolkata","Part-time","1600000.0","2-5 years","2025-01-19","Indeed","B.Tech","Python, UI/UX, Machine Learning","Hybrid","Small (1-50)"
"Software Engineer","TCS","Jaipur","Part-time","2000000.0","5-10 years","2024-12-28","Indeed","B.Tech","Digital Marketing, AWS, UI/UX","Hybrid","Medium (51-500)"
"Graphic Designer","HCL","Hyderabad","Part-time","2000000.0","10+ years","2025-01-08","Naukri.com","B.Sc","AWS, Machine Learning, C++","Onsite","Medium (51-500)"
"Data Scientist","Microsoft","Chennai","Full-time","1000000.0","5-10 years","2024-12-28","LinkedIn","B.Tech","AWS, Excel, Machine Learning","Onsite","Small (1-50)"
"Business Analyst","TCS","Jaipur","Internship","1600000.0","5-10 years","2025-01-06","Indeed","B.Sc","React, Excel, Python","Hybrid","Large (500+)"
"HR Manager","TCS","Bangalore","Full-time","2000000.0","2-5 years","2025-01-05","Naukri.com","M.Tech","Digital Marketing, C++, Python","Onsite","Medium (51-500)"
"Marketing Executive","Google","Bangalore","Part-time","650000.0","2-5 years","2025-01-05","LinkedIn","MBA","Machine Learning, AWS, React","Onsite","Large (500+)"
"Financial Analyst","Google","Chennai","Contract","1600000.0","10+ years","2025-01-20","Naukri.com","M.Tech","Machine Learning, UI/UX, AWS","Onsite","Large (500+)"
"Financial Analyst","Wipro","Jaipur","Internship","400000.0","5-10 years","2025-01-01","Naukri.com","B.Tech","AWS, UI/UX, Machine Learning","Onsite","Medium (51-500)"
"Cyber Security Analyst","Accenture","Hyderabad","Full-time","650000.0","2-5 years","2025-01-17","LinkedIn","PhD","Java, Machine Learning, Excel","Onsite","Medium (51-500)"
"Business Analyst","Amazon","Ahmedabad","Full-time","1600000.0","5-10 years","2025-01-04","Indeed","MBA","Machine Learning, Excel, AWS","Hybrid","Medium (51-500)"
"HR Manager","HCL","Hyderabad","Internship","1600000.0","0-2 years","2025-01-04","Indeed","PhD","Python, Digital Marketing, SQL","Onsite","Large (500+)"
"Data Scientist","Deloitte","Mumbai","Part-time","650000.0","5-10 years","2025-01-19","Naukri.com","B.Sc","SQL, Digital Marketing, Python","Hybrid","Medium (51-500)"
"Financial Analyst","Google","Ahmedabad","Part-time","650000.0","0-2 years","2025-01-16","Naukri.com","PhD","Digital Marketing, Python, AWS","Onsite","Large (500+)"
"Business Analyst","Accenture","Mumbai","Part-time","400000.0","2-5 years","2025-01-19","LinkedIn","MBA","Digital Marketing, Machine Learning, Java","Hybrid","Small (1-50)"
"Sales Representative","Microsoft","Noida","Contract","1600000.0","2-5 years","2025-01-19","Indeed","B.Tech","React, SQL, Python","Onsite","Medium (51-500)"
"Financial Analyst","Deloitte","Noida","Internship","400000.0","2-5 years","2025-01-04","Indeed","MBA","UI/UX, Excel, React","Remote","Large (500+)"
"Cyber Security Analyst","Wipro","Hyderabad","Full-time","400000.0","10+ years","2025-01-08","LinkedIn","B.Sc","SQL, Excel, Java","Remote","Small (1-50)"
"Data Scientist","Amazon","Noida","Contract","400000.0","10+ years","2024-12-23","Naukri.com","M.Tech","Excel, Java, Digital Marketing","Onsite","Medium (51-500)"
"Graphic Designer","Infosys","Delhi","Internship","650000.0","10+ years","2024-12-29","Indeed","MBA","SQL, UI/UX, C++","Remote","Medium (51-500)"
"Product Manager","TCS","Hyderabad","Contract","1600000.0","10+ years","2024-12-25","Naukri.com","M.Tech","Java, Excel, C++","Hybrid","Large (500+)"
"Data Scientist","HCL","Kolkata","Contract","2000000.0","10+ years","2025-01-11","Indeed","M.Tech","React, C++, Machine Learning","Remote","Small (1-50)"
"HR Manager","Wipro","Delhi","Part-time","400000.0","0-2 years","2025-01-17","Indeed","B.Sc","SQL, AWS, Machine Learning","Remote","Medium (51-500)"
"Business Analyst","Deloitte","Mumbai","Full-time","1600000.0","0-2 years","2025-01-19","LinkedIn","B.Sc","SQL, Java, Machine Learning","Remote","Large (500+)"
"Cyber Security Analyst","Google","Kolkata","Internship","2000000.0","2-5 years","2024-12-30","LinkedIn","MBA","React, AWS, Machine Learning","Hybrid","Large (500+)"
"Financial Analyst","TCS","Bangalore","Full-time","1600000.0","5-10 years","2025-01-15","LinkedIn","M.Tech","SQL, Java, C++","Onsite","Small (1-50)"
"Business Analyst","Deloitte","Kolkata","Part-time","1600000.0","5-10 years","2024-12-31","Indeed","PhD","Python, C++, Java","Remote","Medium (51-500)"
"Marketing Executive","TCS","Delhi","Full-time","1000000.0","2-5 years","2025-01-09","Naukri.com","B.Tech","React, Digital Marketing, Java","Hybrid","Large (500+)"
"Marketing Executive","Infosys","Jaipur","Full-time","2000000.0","2-5 years","2025-01-19","Naukri.com","M.Tech","Java, Python, Machine Learning","Onsite","Large (500+)"
"Sales Representative","Amazon","Bangalore","Internship","650000.0","10+ years","2024-12-31","Naukri.com","PhD","Python, AWS, UI/UX","Hybrid","Large (500+)"
"Financial Analyst","Deloitte","Noida","Full-time","1600000.0","10+ years","2024-12-27","Naukri.com","PhD","Java, UI/UX, C++","Remote","Large (500+)"
"Product Manager","Google","Bangalore","Internship","1000000.0","0-2 years","2024-12-25","LinkedIn","M.Tech","UI/UX, AWS, SQL","Remote","Small (1-50)"
"Marketing Executive","Microsoft","Bangalore","Contract","1600000.0","10+ years","2025-01-10","Indeed","MBA","Python, React, Digital Marketing","Remote","Small (1-50)"
"Business Analyst","IBM","Hyderabad","Full-time","2000000.0","2-5 years","2025-01-21","Indeed","B.Sc","Python, AWS, Java","Onsite","Medium (51-500)"
"Data Scientist","HCL","Bangalore","Full-time","2000000.0","5-10 years","2024-12-24","Indeed","MBA","Digital Marketing, UI/UX, React","Hybrid","Large (500+)"
"Sales Representative","Accenture","Noida","Contract","1600000.0","10+ years","2025-01-14","Indeed","M.Tech","UI/UX, Machine Learning, React","Remote","Small (1-50)"
"Graphic Designer","TCS","Mumbai","Full-time","650000.0","0-2 years","2024-12-31","LinkedIn","MBA","Java, UI/UX, Excel","Hybrid","Small (1-50)"
"Cyber Security Analyst","IBM","Kolkata","Contract","1600000.0","0-2 years","2025-01-20","Naukri.com","M.Tech","UI/UX, AWS, C++","Onsite","Medium (51-500)"
"Financial Analyst","Wipro","Chennai","Internship","2000000.0","2-5 years","2025-01-11","Indeed","B.Tech","UI/UX, AWS, SQL","Onsite","Large (500+)"
"Product Manager","Wipro","Mumbai","Full-time","2000000.0","10+ years","2025-01-15","Indeed","MBA","Machine Learning, Digital Marketing, Python","Remote","Medium (51-500)"
"Financial Analyst","Google","Kolkata","Internship","400000.0","0-2 years","2025-01-07","LinkedIn","PhD","React, C++, AWS","Hybrid","Medium (51-500)"
"Cyber Security Analyst","Google","Bangalore","Contract","650000.0","5-10 years","2024-12-23","Indeed","B.Tech","Digital Marketing, Excel, UI/UX","Hybrid","Medium (51-500)"
"HR Manager","Deloitte","Chennai","Contract","1600000.0","10+ years","2025-01-17","Naukri.com","B.Tech","Python, Digital Marketing, Excel","Remote","Medium (51-500)"
"HR Manager","TCS","Ahmedabad","Internship","2000000.0","2-5 years","2025-01-09","LinkedIn","PhD","Python, Machine Learning, Java","Onsite","Small (1-50)"
"Data Scientist","Microsoft","Jaipur","Contract","1600000.0","10+ years","2025-01-20","Indeed","MBA","SQL, AWS, UI/UX","Remote","Small (1-50)"
"Data Scientist","TCS","Bangalore","Contract","650000.0","10+ years","2025-01-07","LinkedIn","B.Sc","Excel, Java, Machine Learning","Onsite","Small (1-50)"
"Sales Representative","Wipro","Mumbai","Part-time","650000.0","2-5 years","2025-01-10","Indeed","PhD","Machine Learning, Python, Excel","Hybrid","Medium (51-500)"
"Financial Analyst","HCL","Noida","Internship","650000.0","2-5 years","2024-12-29","Naukri.com","MBA","UI/UX, Java, Machine Learning","Hybrid","Large (500+)"
"Graphic Designer","Amazon","Jaipur","Part-time","400000.0","10+ years","2025-01-14","Indeed","MBA","SQL, React, Digital Marketing","Remote","Medium (51-500)"
"Software Engineer","Infosys","Bangalore","Contract","1600000.0","0-2 years","2024-12-31","Indeed","M.Tech","SQL, Python, Machine Learning","Remote","Large (500+)"
"Financial Analyst","Wipro","Noida","Part-time","1600000.0","2-5 years","2025-01-06","LinkedIn","PhD","SQL, UI/UX, Python","Hybrid","Medium (51-500)"
"Software Engineer","IBM","Delhi","Part-time","650000.0","2-5 years","2025-01-03","Naukri.com","B.Tech","UI/UX, C++, Digital Marketing","Remote","Small (1-50)"
"Sales Representative","Deloitte","Pune","Internship","2000000.0","2-5 years","2025-01-22","Naukri.com","M.Tech","Excel, C++, UI/UX","Onsite","Large (500+)"
"Graphic Designer","Wipro","Delhi","Internship","400000.0","2-5 years","2025-01-03","Naukri.com","MBA","Machine Learning, UI/UX, C++","Onsite","Large (500+)"
"Software Engineer","Microsoft","Delhi","Contract","1000000.0","0-2 years","2024-12-26","Indeed","B.Sc","C++, SQL, React","Onsite","Small (1-50)"
"HR Manager","HCL","Delhi","Internship","1600000.0","5-10 years","2025-01-17","LinkedIn","B.Sc","SQL, Python, Excel","Hybrid","Large (500+)"
"Marketing Executive","Microsoft","Mumbai","Part-time","650000.0","2-5 years","2025-01-18","Indeed","PhD","Digital Marketing, C++, Python","Hybrid","Small (1-50)"
"Software Engineer","Google","Mumbai","Internship","650000.0","10+ years","2025-01-02","Naukri.com","MBA","UI/UX, AWS, Machine Learning","Hybrid","Large (500+)"
"Graphic Designer","Amazon","Ahmedabad","Full-time","2000000.0","10+ years","2024-12-27","Indeed","PhD","React, UI/UX, Digital Marketing","Remote","Large (500+)"
"Sales Representative","Deloitte","Delhi","Contract","400000.0","5-10 years","2025-01-16","Indeed","M.Tech","SQL, Excel, Digital Marketing","Hybrid","Medium (51-500)"
"HR Manager","Accenture","Chennai","Part-time","2000000.0","10+ years","2025-01-15","Naukri.com","PhD","Digital Marketing, Python, Java","Hybrid","Large (500+)"
"Financial Analyst","Infosys","Ahmedabad","Contract","400000.0","0-2 years","2024-12-25","Naukri.com","B.Sc","UI/UX, Java, AWS","Hybrid","Large (500+)"
"Business Analyst","TCS","Pune","Full-time","1600000.0","5-10 years","2025-01-16","Naukri.com","PhD","UI/UX, React, Machine Learning","Remote","Large (500+)"
"Financial Analyst","Google","Chennai","Internship","1000000.0","10+ years","2025-01-06","Indeed","B.Tech","AWS, C++, React","Hybrid","Small (1-50)"
"Sales Representative","Microsoft","Bangalore","Full-time","1600000.0","10+ years","2025-01-20","Indeed","MBA","React, Python, Excel","Onsite","Large (500+)"
"Business Analyst","Accenture","Delhi","Contract","1600000.0","0-2 years","2025-01-12","Naukri.com","B.Tech","SQL, AWS, Python","Hybrid","Small (1-50)"
"Data Scientist","Microsoft","Kolkata","Contract","1000000.0","0-2 years","2025-01-13","Naukri.com","B.Tech","Machine Learning, Python, Java","Hybrid","Small (1-50)"
"Marketing Executive","HCL","Pune","Internship","400000.0","2-5 years","2025-01-10","Indeed","M.Tech","Python, React, SQL","Onsite","Medium (51-500)"
"HR Manager","Wipro","Ahmedabad","Full-time","2000000.0","10+ years","2024-12-28","LinkedIn","PhD","Excel, Machine Learning, SQL","Remote","Large (500+)"
"Graphic Designer","Accenture","Hyderabad","Part-time","1600000.0","10+ years","2025-01-19","Indeed","MBA","UI/UX, Machine Learning, AWS","Hybrid","Small (1-50)"
"Financial Analyst","Infosys","Mumbai","Full-time","400000.0","0-2 years","2025-01-19","Naukri.com","M.Tech","UI/UX, React, Digital Marketing","Remote","Large (500+)"
"Financial Analyst","Amazon","Mumbai","Full-time","650000.0","5-10 years","2024-12-29","Naukri.com","B.Sc","AWS, C++, Java","Remote","Medium (51-500)"
"Product Manager","Google","Jaipur","Part-time","1000000.0","0-2 years","2024-12-28","Indeed","MBA","React, Excel, AWS","Onsite","Large (500+)"
"Financial Analyst","Infosys","Bangalore","Part-time","650000.0","5-10 years","2025-01-20","Indeed","B.Sc","Python, React, Excel","Hybrid","Large (500+)"
"Financial Analyst","Infosys","Hyderabad","Part-time","1000000.0","2-5 years","2024-12-29","LinkedIn","MBA","Excel, Python, Digital Marketing","Onsite","Medium (51-500)"
"Data Scientist","Accenture","Mumbai","Part-time","2000000.0","2-5 years","2025-01-10","Naukri.com","M.Tech","AWS, Machine Learning, C++","Onsite","Large (500+)"
"Data Scientist","Accenture","Kolkata","Full-time","650000.0","0-2 years","2025-01-06","Naukri.com","B.Sc","UI/UX, Java, React","Hybrid","Large (500+)"
"Sales Representative","Deloitte","Delhi","Part-time","400000.0","2-5 years","2025-01-02","Naukri.com","PhD","Digital Marketing, SQL, Python","Hybrid","Small (1-50)"
"Sales Representative","TCS","Bangalore","Contract","400000.0","2-5 years","2025-01-15","Indeed","B.Sc","C++, Machine Learning, SQL","Onsite","Large (500+)"
"Cyber Security Analyst","Infosys","Chennai","Full-time","1000000.0","10+ years","2025-01-05","LinkedIn","MBA","Machine Learning, SQL, React","Hybrid","Large (500+)"
"Graphic Designer","Microsoft","Hyderabad","Contract","2000000.0","5-10 years","2025-01-09","Indeed","M.Tech","Python, C++, Java","Onsite","Small (1-50)"
"Product Manager","Accenture","Jaipur","Full-time","400000.0","5-10 years","2025-01-05","LinkedIn","M.Tech","UI/UX, React, C++","Onsite","Large (500+)"
"Product Manager","Amazon","Pune","Full-time","1000000.0","10+ years","2025-01-11","Naukri.com","B.Tech","React, C++, AWS","Onsite","Small (1-50)"
"Sales Representative","Google","Jaipur","Full-time","1600000.0","2-5 years","2025-01-21","Naukri.com","M.Tech","UI/UX, C++, React","Hybrid","Large (500+)"
"Marketing Executive","IBM","Chennai","Internship","2000000.0","0-2 years","2025-01-21","LinkedIn","MBA","Python, UI/UX, Excel","Onsite","Large (500+)"
"Business Analyst","Wipro","Ahmedabad","Contract","1000000.0","5-10 years","2024-12-25","Naukri.com","B.Tech","Python, UI/UX, Java","Remote","Small (1-50)"
"Graphic Designer","Amazon","Kolkata","Full-time","2000000.0","10+ years","2025-01-07","Naukri.com","M.Tech","AWS, React, Java","Hybrid","Small (1-50)"
"HR Manager","Google","Jaipur","Internship","650000.0","10+ years","2025-01-21","Naukri.com","PhD","Digital Marketing, AWS, UI/UX","Onsite","Medium (51-500)"
"Financial Analyst","TCS","Chennai","Full-time","2000000.0","5-10 years","2025-01-20","LinkedIn","PhD","Digital Marketing, SQL, Excel","Onsite","Large (500+)"
"Cyber Security Analyst","Amazon","Mumbai","Full-time","1600000.0","0-2 years","2025-01-22","LinkedIn","MBA","SQL, Digital Marketing, UI/UX","Remote","Medium (51-500)"
"Software Engineer","Wipro","Bangalore","Internship","1000000.0","0-2 years","2025-01-20","Naukri.com","M.Tech","C++, Java, AWS","Hybrid","Large (500+)"
"Sales Representative","HCL","Bangalore","Internship","2000000.0","5-10 years","2024-12-23","LinkedIn","B.Tech","React, Python, AWS","Remote","Small (1-50)"
"Cyber Security Analyst","HCL","Kolkata","Contract","650000.0","5-10 years","2024-12-27","Naukri.com","B.Tech","C++, Excel, Digital Marketing","Onsite","Small (1-50)"
"Sales Representative","Infosys","Pune","Part-time","650000.0","0-2 years","2025-01-11","Naukri.com","B.Tech","Java, React, Digital Marketing","Hybrid","Small (1-50)"
"Graphic Designer","Wipro","Kolkata","Contract","400000.0","5-10 years","2025-01-04","LinkedIn","M.Tech","Digital Marketing, SQL, Python","Remote","Medium (51-500)"
"Marketing Executive","Microsoft","Jaipur","Full-time","1600000.0","2-5 years","2025-01-12","Indeed","B.Tech","Machine Learning, SQL, C++","Remote","Medium (51-500)"
"Data Scientist","HCL","Kolkata","Full-time","1000000.0","2-5 years","2025-01-21","Naukri.com","PhD","Machine Learning, Excel, Digital Marketing","Remote","Large (500+)"
"Financial Analyst","Deloitte","Chennai","Full-time","1600000.0","5-10 years","2025-01-10","LinkedIn","B.Tech","Digital Marketing, Excel, Java","Hybrid","Medium (51-500)"
"Business Analyst","Microsoft","Chennai","Contract","1000000.0","5-10 years","2024-12-24","Naukri.com","M.Tech","Digital Marketing, C++, Java","Hybrid","Medium (51-500)"
"Marketing Executive","HCL","Kolkata","Full-time","2000000.0","0-2 years","2025-01-17","Indeed","PhD","UI/UX, Java, Excel","Remote","Medium (51-500)"
"Data Scientist","Infosys","Noida","Contract","1000000.0","0-2 years","2025-01-15","LinkedIn","MBA","Excel, Machine Learning, Java","Onsite","Medium (51-500)"
"Software Engineer","TCS","Kolkata","Full-time","2000000.0","5-10 years","2024-12-28","Naukri.com","PhD","C++, SQL, Machine Learning","Hybrid","Large (500+)"
"Business Analyst","Wipro","Delhi","Internship","1000000.0","0-2 years","2024-12-23","Naukri.com","M.Tech","SQL, Digital Marketing, AWS","Remote","Medium (51-500)"
"Marketing Executive","IBM","Hyderabad","Contract","2000000.0","0-2 years","2024-12-25","Naukri.com","M.Tech","SQL, AWS, Digital Marketing","Remote","Large (500+)"
"Data Scientist","Google","Bangalore","Internship","400000.0","2-5 years","2024-12-27","LinkedIn","M.Tech","Digital Marketing, Java, C++","Hybrid","Medium (51-500)"
"Financial Analyst","Wipro","Kolkata","Contract","1000000.0","2-5 years","2025-01-03","Naukri.com","B.Tech","C++, Machine Learning, Digital Marketing","Hybrid","Small (1-50)"
"Software Engineer","HCL","Bangalore","Part-time","1600000.0","2-5 years","2025-01-13","LinkedIn","PhD","Java, Digital Marketing, Machine Learning","Remote","Large (500+)"
"Data Scientist","TCS","Hyderabad","Full-time","400000.0","0-2 years","2025-01-22","Naukri.com","B.Tech","C++, Excel, Machine Learning","Onsite","Medium (51-500)"
"Software Engineer","IBM","Bangalore","Part-time","400000.0","10+ years","2025-01-11","Naukri.com","MBA","Excel, AWS, UI/UX","Remote","Large (500+)"
"Business Analyst","Google","Delhi","Internship","650000.0","10+ years","2025-01-10","Indeed","B.Tech","Excel, SQL, Java","Remote","Medium (51-500)"
"Product Manager","Google","Chennai","Contract","400000.0","10+ years","2024-12-28","Indeed","B.Sc","React, Java, Python","Hybrid","Medium (51-500)"
"Graphic Designer","Google","Pune","Contract","1000000.0","5-10 years","2025-01-16","Indeed","MBA","SQL, UI/UX, Excel","Remote","Medium (51-500)"
"Cyber Security Analyst","TCS","Jaipur","Internship","2000000.0","5-10 years","2025-01-13","Naukri.com","B.Tech","UI/UX, Machine Learning, Java","Remote","Medium (51-500)"
"Graphic Designer","Deloitte","Ahmedabad","Part-time","1000000.0","0-2 years","2025-01-01","Indeed","MBA","Machine Learning, Excel, Java","Onsite","Large (500+)"
"Graphic Designer","Amazon","Ahmedabad","Full-time","400000.0","2-5 years","2025-01-11","LinkedIn","B.Tech","React, AWS, Digital Marketing","Hybrid","Medium (51-500)"
"HR Manager","IBM","Chennai","Part-time","2000000.0","2-5 years","2025-01-07","LinkedIn","B.Tech","UI/UX, Excel, Machine Learning","Hybrid","Large (500+)"
"Financial Analyst","IBM","Noida","Full-time","400000.0","0-2 years","2025-01-07","LinkedIn","B.Tech","React, Python, Digital Marketing","Onsite","Small (1-50)"
"Marketing Executive","Wipro","Hyderabad","Full-time","1000000.0","2-5 years","2025-01-08","Indeed","B.Sc","C++, Java, SQL","Onsite","Small (1-50)"
"Software Engineer","Wipro","Hyderabad","Internship","650000.0","5-10 years","2025-01-20","Indeed","B.Tech","React, Digital Marketing, Python","Hybrid","Large (500+)"
"Graphic Designer","Microsoft","Noida","Full-time","400000.0","2-5 years","2025-01-03","Indeed","MBA","Python, SQL, React","Remote","Large (500+)"
"Business Analyst","Wipro","Kolkata","Contract","1000000.0","10+ years","2025-01-10","LinkedIn","B.Sc","SQL, C++, Excel","Remote","Medium (51-500)"
"Cyber Security Analyst","Deloitte","Chennai","Contract","650000.0","0-2 years","2024-12-25","Naukri.com","PhD","UI/UX, Digital Marketing, Excel","Onsite","Small (1-50)"
"Graphic Designer","Wipro","Bangalore","Part-time","1600000.0","10+ years","2024-12-25","Naukri.com","M.Tech","Digital Marketing, React, Excel","Onsite","Medium (51-500)"
"Data Scientist","Amazon","Ahmedabad","Full-time","1000000.0","5-10 years","2025-01-07","Indeed","MBA","Python, Excel, Java","Onsite","Small (1-50)"
"Product Manager","Accenture","Jaipur","Part-time","650000.0","0-2 years","2025-01-01","LinkedIn","MBA","C++, AWS, Python","Remote","Medium (51-500)"
"Sales Representative","Infosys","Kolkata","Full-time","650000.0","2-5 years","2025-01-02","Indeed","PhD","Excel, UI/UX, Python","Hybrid","Large (500+)"
"Sales Representative","Amazon","Hyderabad","Full-time","2000000.0","5-10 years","2025-01-04","Naukri.com","MBA","Digital Marketing, Java, Machine Learning","Hybrid","Large (500+)"
"Cyber Security Analyst","Microsoft","Chennai","Part-time","2000000.0","10+ years","2025-01-05","Indeed","M.Tech","Machine Learning, SQL, AWS","Onsite","Small (1-50)"
"Data Scientist","Microsoft","Delhi","Part-time","1600000.0","2-5 years","2024-12-27","Indeed","B.Tech","Machine Learning, Java, UI/UX","Remote","Medium (51-500)"
"Sales Representative","Deloitte","Mumbai","Part-time","1000000.0","0-2 years","2024-12-29","Naukri.com","B.Tech","AWS, SQL, React","Onsite","Large (500+)"
"HR Manager","HCL","Chennai","Part-time","1000000.0","10+ years","2024-12-31","Naukri.com","PhD","Java, UI/UX, Machine Learning","Remote","Medium (51-500)"
"Product Manager","Microsoft","Hyderabad","Internship","1000000.0","2-5 years","2025-01-08","Naukri.com","MBA","Machine Learning, SQL, Digital Marketing","Hybrid","Small (1-50)"
"Software Engineer","Google","Pune","Full-time","400000.0","2-5 years","2025-01-05","Naukri.com","B.Sc","UI/UX, React, Python","Onsite","Small (1-50)"
"Financial Analyst","Google","Kolkata","Part-time","650000.0","2-5 years","2025-01-12","LinkedIn","MBA","Java, Machine Learning, Digital Marketing","Remote","Large (500+)"
"Product Manager","HCL","Kolkata","Part-time","1600000.0","0-2 years","2025-01-07","Naukri.com","M.Tech","Java, AWS, Digital Marketing","Onsite","Large (500+)"
"Graphic Designer","Amazon","Pune","Contract","1600000.0","2-5 years","2025-01-10","Indeed","M.Tech","Excel, Digital Marketing, Java","Remote","Large (500+)"
"Software Engineer","TCS","Mumbai","Part-time","400000.0","2-5 years","2025-01-09","LinkedIn","B.Tech","UI/UX, Machine Learning, C++","Hybrid","Large (500+)"
"Marketing Executive","TCS","Ahmedabad","Part-time","400000.0","2-5 years","2025-01-02","Naukri.com","B.Sc","Python, AWS, Machine Learning","Hybrid","Large (500+)"
"Sales Representative","Accenture","Kolkata","Full-time","400000.0","5-10 years","2025-01-15","Naukri.com","M.Tech","Java, Python, SQL","Remote","Small (1-50)"
"Graphic Designer","Wipro","Noida","Part-time","1600000.0","5-10 years","2025-01-14","Indeed","B.Tech","AWS, Excel, Java","Remote","Medium (51-500)"
"Graphic Designer","Deloitte","Kolkata","Full-time","400000.0","0-2 years","2025-01-06","Indeed","PhD","Machine Learning, Java, React","Remote","Large (500+)"
"HR Manager","Amazon","Ahmedabad","Part-time","1600000.0","2-5 years","2025-01-18","Indeed","B.Tech","C++, AWS, UI/UX","Remote","Small (1-50)"
"Business Analyst","Microsoft","Jaipur","Full-time","1600000.0","2-5 years","2024-12-31","Naukri.com","MBA","Excel, AWS, React","Hybrid","Large (500+)"
"Data Scientist","Accenture","Jaipur","Contract","1600000.0","2-5 years","2025-01-02","LinkedIn","M.Tech","Python, SQL, C++","Onsite","Medium (51-500)"
"Sales Representative","Wipro","Kolkata","Contract","650000.0","5-10 years","2025-01-05","Naukri.com","B.Tech","Digital Marketing, Java, Excel","Remote","Small (1-50)"
"Software Engineer","Wipro","Bangalore","Full-time","1000000.0","2-5 years","2025-01-07","Indeed","PhD","Python, AWS, C++","Hybrid","Small (1-50)"
"Software Engineer","Deloitte","Mumbai","Part-time","1600000.0","5-10 years","2024-12-25","Naukri.com","PhD","C++, Java, Excel","Hybrid","Small (1-50)"
"Graphic Designer","Wipro","Jaipur","Internship","650000.0","0-2 years","2025-01-07","Naukri.com","B.Tech","C++, React, Java","Onsite","Medium (51-500)"
"HR Manager","Infosys","Bangalore","Full-time","2000000.0","10+ years","2025-01-10","Naukri.com","B.Tech","Machine Learning, Digital Marketing, Excel","Onsite","Large (500+)"
"Sales Representative","Deloitte","Pune","Full-time","1600000.0","5-10 years","2025-01-16","Naukri.com","M.Tech","Java, Digital Marketing, React","Hybrid","Small (1-50)"
"Cyber Security Analyst","Wipro","Noida","Internship","2000000.0","2-5 years","2025-01-02","LinkedIn","B.Tech","SQL, Machine Learning, React","Hybrid","Medium (51-500)"
"Data Scientist","TCS","Kolkata","Full-time","650000.0","2-5 years","2025-01-02","LinkedIn","PhD","Digital Marketing, AWS, Java","Onsite","Medium (51-500)"
"Financial Analyst","TCS","Bangalore","Full-time","2000000.0","10+ years","2024-12-23","Naukri.com","M.Tech","Python, AWS, SQL","Onsite","Medium (51-500)"
"HR Manager","Microsoft","Hyderabad","Internship","400000.0","2-5 years","2025-01-09","LinkedIn","B.Sc","Machine Learning, AWS, UI/UX","Onsite","Large (500+)"
"Cyber Security Analyst","IBM","Pune","Internship","400000.0","5-10 years","2025-01-09","LinkedIn","M.Tech","Java, Machine Learning, React","Remote","Large (500+)"
"Financial Analyst","Infosys","Chennai","Full-time","650000.0","5-10 years","2025-01-17","LinkedIn","MBA","Python, SQL, Excel","Hybrid","Medium (51-500)"
"Sales Representative","Wipro","Hyderabad","Part-time","400000.0","5-10 years","2025-01-06","Indeed","B.Tech","Python, SQL, AWS","Onsite","Large (500+)"
"Cyber Security Analyst","Accenture","Ahmedabad","Part-time","650000.0","10+ years","2025-01-07","Naukri.com","PhD","Python, Digital Marketing, SQL","Onsite","Small (1-50)"
"HR Manager","Infosys","Delhi","Full-time","650000.0","10+ years","2024-12-29","Indeed","B.Tech","Digital Marketing, AWS, Java","Onsite","Small (1-50)"
"Software Engineer","IBM","Pune","Part-time","1000000.0","2-5 years","2025-01-01","LinkedIn","M.Tech","Machine Learning, React, SQL","Remote","Medium (51-500)"
"Marketing Executive","Wipro","Delhi","Part-time","650000.0","5-10 years","2025-01-05","Indeed","B.Sc","C++, React, UI/UX","Hybrid","Large (500+)"
"Graphic Designer","IBM","Kolkata","Full-time","400000.0","10+ years","2025-01-04","Naukri.com","MBA","C++, Python, React","Onsite","Small (1-50)"
"Sales Representative","Accenture","Kolkata","Internship","1000000.0","0-2 years","2024-12-24","Naukri.com","B.Tech","AWS, React, Python","Onsite","Medium (51-500)"
"Business Analyst","Microsoft","Pune","Part-time","1000000.0","0-2 years","2025-01-03","LinkedIn","B.Sc","C++, Python, UI/UX","Remote","Medium (51-500)"
"Product Manager","Microsoft","Jaipur","Part-time","650000.0","0-2 years","2025-01-13","Indeed","PhD","AWS, C++, Python","Onsite","Medium (51-500)"
